State,"County, State",pctFoodInsecure,numFoodInsecure,pctBlackFoodInsecure,pctLatineFoodInsecure,pctWhiteFoodInsecure,SNAPthreshold,pctFIbelowSNAP,pctFIaboveSNAP,pctKidsFoodInsecure,numKidsFoodInsecure,pctKidsIncomeBelow185,pctKidsIncomeAbove185,costPerMeal,weeklyFoodBudget,weeklyBudgetFoodInsecureByPop,rangeRuralUrban,USstateRegion
TX,"Maverick County, Texas",18.0,10500,,21.0,17.0,165,96,4,26.4,4830,87,13,2.2,12.39,3947000,5,Southwest
TX,"Medina County, Texas",12.1,6050,,17.0,10.0,165,55,45,18.0,2090,62,38,2.89,16.27,2986000,1,Southwest
TX,"Menard County, Texas",17.4,370,,23.0,11.0,165,66,34,21.4,60,60,40,2.78,15.68,176000,9,Southwest
TX,"Midland County, Texas",10.6,17820,19.0,14.0,7.0,165,51,49,14.0,6660,58,43,2.98,16.81,9087000,3,Southwest
TX,"Milam County, Texas",16.5,4080,20.0,20.0,11.0,165,68,32,24.2,1460,85,15,2.95,16.61,2056000,6,Southwest
TX,"Mills County, Texas",16.5,810,,,11.0,165,57,43,23.2,220,68,32,2.77,15.6,383000,9,Southwest
TX,"Mitchell County, Texas",12.9,1100,,15.0,11.0,165,43,57,16.0,270,46,54,2.96,16.69,557000,7,Southwest
TX,"Montague County, Texas",17.7,3440,,23.0,13.0,165,59,41,23.3,1040,79,21,3.08,17.37,1812000,6,Southwest
TX,"Montgomery County, Texas",12.3,70560,17.0,15.0,8.0,165,48,52,15.8,23970,63,37,3.09,17.4,37242000,1,Southwest
TX,"Moore County, Texas",11.7,2500,34.0,14.0,10.0,165,72,28,15.1,1020,89,11,2.77,15.61,1184000,7,Southwest
TX,"Morris County, Texas",18.0,2220,24.0,21.0,13.0,165,64,36,28.6,810,63,37,2.8,15.8,1064000,6,Southwest
TX,"Motley County, Texas",15.1,190,,,10.0,165,69,31,19.2,60,100,0,2.89,16.26,94000,9,Southwest
TX,"Nacogdoches County, Texas",18.8,12290,34.0,20.0,14.0,165,69,31,26.1,3950,70,30,2.95,16.61,6192000,5,Southwest
TX,"Navarro County, Texas",16.1,7880,30.0,17.0,12.0,165,71,29,22.4,2880,76,24,2.61,14.71,3516000,4,Southwest
TX,"Newton County, Texas",19.9,2760,28.0,,14.0,165,64,36,30.9,870,62,38,2.91,16.43,1375000,2,Southwest
TX,"Nolan County, Texas",15.9,2380,,19.0,13.0,165,71,30,21.1,820,75,26,2.91,16.42,1186000,6,Southwest
TX,"Nueces County, Texas",14.7,52970,26.0,18.0,11.0,165,71,29,20.2,18070,76,24,2.79,15.71,25246000,2,Southwest
TX,"Ochiltree County, Texas",12.7,1290,,16.0,10.0,165,83,17,17.3,540,95,5,2.93,16.52,646000,7,Southwest
TX,"Oldham County, Texas",12.3,260,,,8.0,165,39,62,14.7,100,16,84,3.03,17.1,135000,2,Southwest
TX,"Orange County, Texas",16.5,13830,24.0,17.0,10.0,165,49,51,23.4,4890,55,45,2.98,16.78,7041000,2,Southwest
TX,"Palo Pinto County, Texas",17.2,4920,,21.0,13.0,165,66,35,24.2,1620,83,18,2.86,16.12,2405000,6,Southwest
TX,"Panola County, Texas",15.9,3710,20.0,18.0,11.0,165,65,35,25.1,1380,71,29,2.81,15.81,1779000,6,Southwest
TX,"Parker County, Texas",12.5,16710,,14.0,8.0,165,41,59,15.9,5270,59,41,3.17,17.88,9062000,1,Southwest
TX,"Parmer County, Texas",12.5,1210,,17.0,9.0,165,81,19,16.9,480,81,19,3.02,17.02,625000,7,Southwest
TX,"Pecos County, Texas",12.0,1890,,17.0,8.0,165,64,36,17.6,680,87,13,2.93,16.5,946000,7,Southwest
TX,"Polk County, Texas",18.4,8990,25.0,16.0,14.0,165,57,43,28.6,2840,74,26,2.83,15.96,4353000,6,Southwest
TX,"Potter County, Texas",16.2,19400,28.0,19.0,12.0,165,77,23,21.1,6960,85,15,2.87,16.2,9531000,2,Southwest
TX,"Presidio County, Texas",24.2,1690,,28.0,,165,100,0,34.7,630,87,13,3.18,17.93,919000,7,Southwest
TX,"Rains County, Texas",16.3,1920,,16.0,12.0,165,52,48,20.4,470,68,32,2.97,16.73,975000,8,Southwest
TX,"Randall County, Texas",12.1,16220,22.0,15.0,8.0,165,43,57,15.2,4900,55,45,3.35,18.88,9291000,2,Southwest
TX,"Reagan County, Texas",9.6,360,,14.0,7.0,165,72,28,12.6,160,69,31,2.87,16.15,176000,6,Southwest
TX,"Real County, Texas",20.7,710,,,14.0,165,71,29,31.4,280,65,35,2.64,14.87,320000,9,Southwest
TX,"Red River County, Texas",18.3,2230,24.0,,12.0,165,65,35,25.6,630,70,30,2.75,15.52,1050000,6,Southwest
TX,"Reeves County, Texas",10.7,1650,,17.0,11.0,165,68,32,15.9,550,71,29,2.93,16.49,825000,7,Southwest
TX,"Refugio County, Texas",15.6,1110,,20.0,12.0,165,63,37,23.3,390,63,38,2.73,15.41,519000,6,Southwest
TX,"Roberts County, Texas",14.8,120,,,8.0,165,42,58,18.7,40,50,50,3.19,17.98,65000,9,Southwest
TX,"Robertson County, Texas",13.7,2330,26.0,12.0,11.0,165,64,37,20.2,820,62,38,2.74,15.46,1093000,3,Southwest
TX,"Rockwall County, Texas",9.6,9280,11.0,11.0,5.0,165,30,70,12.8,3390,36,64,3.08,17.37,4889000,1,Southwest
TX,"Runnels County, Texas",15.2,1570,,19.0,11.0,165,65,35,21.0,500,68,32,2.85,16.05,764000,6,Southwest
TX,"Rusk County, Texas",13.7,7380,23.0,16.0,10.0,165,57,43,20.1,2440,67,33,2.79,15.72,3520000,3,Southwest
TX,"Sabine County, Texas",20.6,2150,22.0,,15.0,165,69,31,33.0,650,80,20,2.93,16.53,1078000,8,Southwest
TX,"San Augustine County, Texas",21.0,1740,28.0,,14.0,165,66,34,30.7,500,60,40,2.87,16.18,854000,9,Southwest
TX,"San Jacinto County, Texas",17.3,4880,22.0,16.0,13.0,165,67,33,24.7,1540,79,21,3.33,18.75,2776000,8,Southwest
TX,"San Patricio County, Texas",15.2,10180,22.0,19.0,9.0,165,72,28,22.3,4040,81,19,2.83,15.94,4921000,2,Southwest
TX,"San Saba County, Texas",15.3,910,,18.0,11.0,165,66,34,23.0,290,96,4,2.69,15.13,418000,7,Southwest
TX,"Schleicher County, Texas",12.7,380,,16.0,13.0,165,54,46,14.9,120,50,50,2.77,15.63,180000,8,Southwest
TX,"Scurry County, Texas",13.7,2340,,17.0,10.0,165,61,39,18.1,780,69,31,2.96,16.69,1185000,7,Southwest
TX,"Shackelford County, Texas",15.0,500,,,12.0,165,52,48,21.3,160,59,41,2.91,16.41,249000,8,Southwest
TX,"Shelby County, Texas",17.9,4530,31.0,21.0,12.0,165,70,30,28.8,1910,68,32,2.87,16.18,2223000,7,Southwest
TX,"Sherman County, Texas",14.4,440,,17.0,,165,62,38,19.6,130,94,6,2.91,16.43,219000,9,Southwest
TX,"Smith County, Texas",14.8,33700,23.0,17.0,11.0,165,63,38,21.0,11780,64,36,2.95,16.62,16991000,3,Southwest
TX,"Somervell County, Texas",18.0,1590,,,11.0,165,48,52,21.9,440,48,52,2.92,16.44,793000,1,Southwest
TX,"Starr County, Texas",21.1,13550,,24.0,,165,100,0,31.6,6680,91,9,2.62,14.78,6073000,4,Southwest
TX,"Stephens County, Texas",16.8,1570,,16.0,15.0,165,62,38,23.8,500,74,26,3.01,16.97,808000,7,Southwest
TX,"Sterling County, Texas",8.1,100,,,6.0,165,78,22,11.1,50,92,9,2.9,16.35,50000,8,Southwest
TX,"Stonewall County, Texas",15.4,230,,,8.0,165,56,44,19.8,80,63,37,2.96,16.71,117000,9,Southwest
TX,"Sutton County, Texas",12.4,480,,17.0,9.0,165,55,45,17.6,180,65,36,2.56,14.44,210000,7,Southwest
TX,"Swisher County, Texas",17.8,1320,,22.0,12.0,165,73,27,28.4,530,74,26,3.02,17.04,682000,6,Southwest
TX,"Tarrant County, Texas",13.0,266980,22.0,16.0,9.0,165,59,41,18.4,100290,63,37,3.0,16.89,136781000,1,Southwest
TX,"Taylor County, Texas",15.9,21730,24.0,18.0,11.0,165,60,40,20.6,6980,69,31,2.9,16.35,10780000,3,Southwest
TX,"Terrell County, Texas",9.9,90,,,,165,93,7,18.7,30,31,69,2.66,14.98,41000,9,Southwest
TX,"Terry County, Texas",15.5,1940,,20.0,11.0,165,79,21,23.7,820,88,12,3.09,17.43,1025000,6,Southwest
TX,"Throckmorton County, Texas",18.7,270,,,13.0,165,56,44,25.5,60,73,27,3.04,17.14,140000,9,Southwest
TX,"Titus County, Texas",15.3,5000,24.0,17.0,11.0,165,80,20,21.7,2050,87,13,2.56,14.42,2187000,7,Southwest
TX,"Tom Green County, Texas",14.1,16620,22.0,17.0,11.0,165,58,42,18.8,5260,67,33,2.76,15.57,7849000,3,Southwest
TX,"Travis County, Texas",12.8,156910,22.0,16.0,9.0,165,54,46,15.2,41130,66,34,3.34,18.84,89650000,1,Southwest
TX,"Trinity County, Texas",18.8,2750,29.0,21.0,12.0,165,68,32,29.1,870,72,28,2.83,15.93,1329000,7,Southwest
TX,"Tyler County, Texas",18.4,3950,39.0,13.0,15.0,165,48,52,26.6,1110,57,43,2.84,16.02,1920000,6,Southwest
TX,"Upshur County, Texas",16.6,6810,21.0,17.0,12.0,165,56,44,23.3,2280,70,30,2.91,16.43,3393000,3,Southwest
TX,"Upton County, Texas",11.4,420,,18.0,7.0,165,64,36,17.0,160,74,26,2.91,16.38,209000,8,Southwest
TX,"Uvalde County, Texas",14.2,3820,,20.0,10.0,165,91,9,21.0,1530,91,9,2.3,12.95,1501000,6,Southwest
TX,"Val Verde County, Texas",14.8,7230,,20.0,12.0,165,91,9,20.7,2890,92,8,2.33,13.14,2882000,5,Southwest
TX,"Van Zandt County, Texas",15.9,8780,21.0,20.0,11.0,165,55,45,21.6,2760,68,32,3.03,17.05,4542000,6,Southwest
TX,"Victoria County, Texas",14.4,13240,20.0,19.0,10.0,165,67,33,19.5,4570,68,32,2.51,14.15,5685000,3,Southwest
TX,"Walker County, Texas",15.1,10940,26.0,19.0,12.0,165,60,40,21.6,2330,64,36,2.81,15.85,5261000,4,Southwest
TX,"Waller County, Texas",13.4,6960,27.0,17.0,8.0,165,66,34,20.0,2500,72,28,3.03,17.06,3601000,1,Southwest
TX,"Ward County, Texas",11.2,1310,,16.0,9.0,165,70,30,15.4,500,78,22,2.88,16.21,644000,6,Southwest
TX,"Washington County, Texas",14.0,4940,28.0,17.0,8.0,165,58,42,20.9,1610,78,22,2.82,15.87,2378000,6,Southwest
TX,"Webb County, Texas",15.8,43300,33.0,20.0,11.0,165,95,5,22.4,20400,88,12,2.63,14.85,19501000,2,Southwest
TX,"Wharton County, Texas",14.9,6200,28.0,19.0,9.0,165,77,23,22.1,2390,72,28,2.57,14.49,2725000,4,Southwest
TX,"Wheeler County, Texas",16.7,890,,20.0,12.0,165,65,35,23.5,320,86,14,3.05,17.17,464000,9,Southwest
TX,"Wichita County, Texas",17.0,22340,29.0,18.0,13.0,165,57,43,22.2,6540,74,26,2.95,16.6,11249000,3,Southwest
TX,"Wilbarger County, Texas",19.0,2440,,19.0,14.0,165,73,27,26.5,760,79,21,2.94,16.58,1227000,6,Southwest
TX,"Willacy County, Texas",18.8,4050,,22.0,14.0,165,100,0,29.3,1520,99,1,2.24,12.63,1551000,6,Southwest
TX,"Williamson County, Texas",11.0,60430,17.0,13.0,8.0,165,37,63,13.7,19550,46,54,3.29,18.57,34039000,1,Southwest
TX,"Wilson County, Texas",10.9,5350,12.0,15.0,7.0,165,50,50,15.2,1840,61,39,2.73,15.36,2493000,1,Southwest
TX,"Winkler County, Texas",11.4,890,,15.0,12.0,165,70,31,17.4,410,65,35,2.96,16.65,450000,6,Southwest
TX,"Wise County, Texas",14.4,9520,,17.0,10.0,165,49,51,19.8,3260,65,35,3.07,17.33,5004000,1,Southwest
TX,"Wood County, Texas",16.9,7520,24.0,19.0,12.0,165,53,47,25.3,2180,75,26,3.11,17.53,3999000,6,Southwest
TX,"Yoakum County, Texas",9.0,780,,13.0,8.0,165,82,18,12.6,360,87,13,3.1,17.48,414000,7,Southwest
TX,"Young County, Texas",14.3,2570,,15.0,10.0,165,59,41,19.4,850,68,32,3.0,16.92,1319000,7,Southwest
TX,"Zapata County, Texas",19.4,2780,,24.0,,165,92,9,28.0,1340,82,19,2.45,13.83,1166000,6,Southwest
TX,"Zavala County, Texas",21.5,2590,,24.0,42.0,165,100,0,37.3,1330,97,4,2.33,13.15,1033000,7,Southwest
UT,"Beaver County, Utah",11.6,760,,17.0,11.0,130,51,49,14.6,310,74,27,3.15,17.77,410000,7,Southwest
UT,"Box Elder County, Utah",10.8,5820,,16.0,10.0,130,40,60,13.2,2270,69,31,3.11,17.5,3090000,2,Southwest
UT,"Cache County, Utah",12.3,15230,,19.0,12.0,130,57,43,13.8,5240,65,35,2.98,16.78,7754000,3,Southwest
UT,"Carbon County, Utah",15.2,3090,,22.0,15.0,130,47,53,18.3,970,58,42,2.97,16.75,1570000,7,Southwest
UT,"Daggett County, Utah",8.4,50,,,7.0,130,14,86,15.3,20,5,95,3.52,19.84,30000,9,Southwest
UT,"Davis County, Utah",9.1,31440,,16.0,8.0,130,29,71,10.7,11970,48,52,3.15,17.77,16944000,2,Southwest
UT,"Duchesne County, Utah",13.9,2800,,19.0,12.0,130,45,55,16.9,1150,58,42,3.81,21.47,1824000,7,Southwest
UT,"Emery County, Utah",13.7,1390,,22.0,12.0,130,49,51,17.7,530,55,45,3.14,17.7,746000,7,Southwest
UT,"Garfield County, Utah",16.5,820,,,13.0,130,44,56,24.8,300,64,36,3.15,17.77,442000,9,Southwest
UT,"Grand County, Utah",13.2,1270,,,13.0,130,37,63,15.6,320,86,14,3.41,19.22,740000,7,Southwest
UT,"Iron County, Utah",14.0,7170,,19.0,14.0,130,57,43,16.0,2350,66,34,3.08,17.34,3771000,4,Southwest
UT,"Juab County, Utah",12.5,1410,,,11.0,130,44,56,15.9,620,68,32,3.1,17.44,746000,2,Southwest
UT,"Kane County, Utah",14.0,1050,,,12.0,130,45,56,15.3,270,71,29,3.39,19.08,608000,6,Southwest
UT,"Millard County, Utah",12.5,1610,,20.0,11.0,130,52,48,16.2,650,66,34,3.11,17.51,855000,7,Southwest
UT,"Morgan County, Utah",7.7,900,,,7.0,130,24,76,8.5,350,48,52,3.12,17.59,480000,2,Southwest
UT,"Piute County, Utah",17.5,330,,,15.0,130,51,49,23.3,110,74,26,2.94,16.57,166000,9,Southwest
UT,"Rich County, Utah",14.6,350,,,10.0,130,44,56,18.1,130,67,33,3.12,17.56,186000,8,Southwest
UT,"Salt Lake County, Utah",10.7,120770,,17.0,10.0,130,40,60,11.8,36720,56,45,3.11,17.55,64295000,1,Southwest
UT,"San Juan County, Utah",18.8,2880,,25.0,11.0,130,57,43,23.6,1110,62,38,3.35,18.88,1649000,7,Southwest
UT,"Sanpete County, Utah",12.8,3820,,19.0,14.0,130,51,49,16.3,1260,68,32,2.86,16.09,1865000,6,Southwest
UT,"Sevier County, Utah",13.7,2920,,,13.0,130,50,50,18.2,1160,72,28,2.92,16.45,1457000,7,Southwest
UT,"Summit County, Utah",8.2,3370,,16.0,7.0,130,26,74,7.7,780,46,55,4.61,25.96,2653000,4,Southwest
UT,"Tooele County, Utah",9.6,6500,,18.0,9.0,130,35,65,11.5,2570,65,35,3.0,16.92,3336000,1,Southwest
UT,"Uintah County, Utah",13.4,4820,,21.0,12.0,130,50,50,16.4,1970,60,40,3.1,17.47,2555000,7,Southwest
UT,"Utah County, Utah",10.6,63950,,16.0,11.0,130,45,55,11.2,22920,59,41,3.05,17.19,33348000,2,Southwest
UT,"Wasatch County, Utah",9.4,2990,,18.0,7.0,130,27,73,10.1,1020,48,52,3.44,19.41,1760000,6,Southwest
UT,"Washington County, Utah",12.6,20820,,19.0,11.0,130,46,54,15.8,6980,64,36,3.21,18.09,11427000,3,Southwest
UT,"Wayne County, Utah",13.9,370,,,11.0,130,42,58,16.2,120,82,18,3.16,17.83,200000,9,Southwest
UT,"Weber County, Utah",11.2,28280,,18.0,10.0,130,41,59,13.6,9710,59,41,2.97,16.75,14368000,2,Southwest
VT,"Addison County, Vermont",8.8,3230,,,10.0,185,50,50,12.1,770,53,47,4.34,24.47,2397000,6,Northeast
VT,"Bennington County, Vermont",11.4,4090,,,12.0,185,64,36,15.9,1080,73,27,3.36,18.94,2350000,6,Northeast
VT,"Caledonia County, Vermont",11.6,3520,,,12.0,185,66,34,17.1,1020,65,35,4.05,22.83,2437000,7,Northeast
VT,"Chittenden County, Vermont",9.7,15850,,,11.0,185,56,44,11.7,3400,54,46,3.87,21.83,10496000,3,Northeast
VT,"Essex County, Vermont",12.3,760,,,12.0,185,74,26,19.5,210,66,34,3.92,22.07,509000,9,Northeast
VT,"Franklin County, Vermont",9.3,4550,,,10.0,185,59,41,11.3,1240,62,39,3.93,22.15,3058000,3,Northeast
VT,"Grand Isle County, Vermont",7.9,550,,,9.0,185,51,49,11.2,140,59,42,3.69,20.79,347000,3,Northeast
VT,"Lamoille County, Vermont",10.7,2700,,,11.0,185,64,36,16.0,820,60,40,4.3,24.23,1985000,8,Northeast
VT,"Orange County, Vermont",10.0,2900,,,11.0,185,64,36,14.5,780,67,33,4.25,23.94,2106000,9,Northeast
VT,"Orleans County, Vermont",12.4,3330,,,12.0,185,72,28,17.2,900,74,26,3.59,20.22,2043000,7,Northeast
VT,"Rutland County, Vermont",10.7,6330,,,11.0,185,60,40,14.1,1480,57,44,3.62,20.4,3916000,4,Northeast
VT,"Washington County, Vermont",10.2,5970,,,11.0,185,61,40,14.2,1580,67,33,4.24,23.9,4329000,4,Northeast
VT,"Windham County, Vermont",12.3,5280,,,13.0,185,65,35,16.9,1300,67,33,3.46,19.49,3121000,7,Northeast
VT,"Windsor County, Vermont",9.9,5470,,,11.0,185,61,39,12.7,1280,67,33,4.42,24.94,4138000,7,Northeast
VA,"Accomack County, Virginia",11.8,3860,20.0,22.0,9.0,130,71,29,19.8,1370,67,33,3.02,17.0,1990000,8,Mid-Atlantic
VA,"Albemarle County, Virginia",8.6,9200,15.0,13.0,7.0,130,39,61,7.8,1680,68,32,3.48,19.6,5471000,3,Mid-Atlantic
VA,"Alleghany County, Virginia",14.6,2210,24.0,,11.0,130,56,44,20.2,580,76,24,3.16,17.83,1195000,6,Mid-Atlantic
VA,"Amelia County, Virginia",8.7,1130,12.0,,6.0,130,49,52,12.1,330,72,28,3.26,18.36,629000,1,Mid-Atlantic
VA,"Amherst County, Virginia",10.6,3360,17.0,25.0,9.0,130,52,48,14.6,910,71,29,3.04,17.16,1748000,2,Mid-Atlantic
VA,"Appomattox County, Virginia",10.7,1670,18.0,,7.0,130,58,42,16.7,560,66,34,3.07,17.31,877000,2,Mid-Atlantic
VA,"Arlington County, Virginia",7.8,18270,16.0,12.0,5.0,130,38,62,2.7,1130,100,0,4.38,24.71,13692000,1,Mid-Atlantic
VA,"Augusta County, Virginia",8.9,6720,15.0,18.0,7.0,130,39,61,10.3,1480,70,30,3.36,18.95,3862000,3,Mid-Atlantic
VA,"Bath County, Virginia",10.2,440,,,10.0,130,70,30,7.3,50,100,0,3.11,17.53,234000,8,Mid-Atlantic
VA,"Bedford County, Virginia",9.1,7130,14.0,13.0,7.0,130,43,57,10.7,1700,68,32,3.34,18.82,4071000,2,Mid-Atlantic
VA,"Bland County, Virginia",10.8,690,,,10.0,130,41,59,12.7,130,64,36,2.98,16.77,351000,8,Mid-Atlantic
VA,"Botetourt County, Virginia",7.7,2550,10.0,,6.0,130,37,63,8.4,550,73,27,3.47,19.58,1514000,2,Mid-Atlantic
VA,"Brunswick County, Virginia",12.6,2090,21.0,,9.0,130,60,40,24.2,670,50,51,2.98,16.82,1066000,6,Mid-Atlantic
VA,"Buchanan County, Virginia",20.3,4430,,,17.0,130,66,34,28.2,1110,80,21,2.99,16.86,2265000,9,Mid-Atlantic
VA,"Buckingham County, Virginia",11.3,1930,17.0,,10.0,130,62,38,18.0,560,65,35,3.55,19.99,1170000,3,Mid-Atlantic
VA,"Campbell County, Virginia",10.2,5630,15.0,16.0,8.0,130,58,42,13.0,1440,80,20,3.04,17.14,2927000,2,Mid-Atlantic
VA,"Caroline County, Virginia",7.3,2230,12.0,17.0,6.0,130,46,54,11.3,790,52,48,3.43,19.32,1307000,1,Mid-Atlantic
VA,"Carroll County, Virginia",12.6,3750,,,10.0,130,53,47,14.3,810,77,23,3.28,18.5,2104000,7,Mid-Atlantic
VA,"Charles City County, Virginia",8.9,630,10.0,,9.0,130,57,43,16.9,180,48,52,3.32,18.73,358000,1,Mid-Atlantic
VA,"Charlotte County, Virginia",15.3,1850,18.0,,13.0,130,67,33,23.4,620,66,34,3.04,17.14,962000,8,Mid-Atlantic
VA,"Chesterfield County, Virginia",6.3,21790,11.0,15.0,5.0,130,46,54,8.6,7030,58,42,3.28,18.48,12212000,1,Mid-Atlantic
VA,"Clarke County, Virginia",8.1,1160,17.0,,7.0,130,41,60,7.7,230,57,43,3.5,19.7,693000,1,Mid-Atlantic
VA,"Craig County, Virginia",10.6,540,,,8.0,130,37,64,10.8,100,61,39,3.18,17.95,294000,2,Mid-Atlantic
VA,"Culpeper County, Virginia",7.7,3940,13.0,14.0,7.0,130,47,53,8.2,1030,70,30,3.1,17.49,2091000,1,Mid-Atlantic
VA,"Cumberland County, Virginia",11.3,1110,18.0,,9.0,130,64,36,19.1,370,52,48,3.25,18.31,617000,8,Mid-Atlantic
VA,"Dickenson County, Virginia",19.5,2880,,,15.0,130,65,35,25.7,740,76,25,3.0,16.92,1478000,9,Mid-Atlantic
VA,"Dinwiddie County, Virginia",9.3,2650,13.0,17.0,9.0,130,55,46,14.3,840,62,38,3.2,18.02,1449000,1,Mid-Atlantic
VA,"Essex County, Virginia",11.2,1240,20.0,,11.0,130,71,29,18.7,420,57,43,3.34,18.84,709000,6,Mid-Atlantic
VA,"Fairfax County, Virginia",5.8,66320,9.0,11.0,4.0,130,41,59,4.4,11840,90,10,3.9,22.0,44251000,1,Mid-Atlantic
VA,"Fauquier County, Virginia",6.4,4490,6.0,13.0,5.0,130,34,66,6.0,970,58,42,3.78,21.28,2898000,1,Mid-Atlantic
VA,"Floyd County, Virginia",10.0,1580,,,7.0,130,49,51,10.3,320,100,0,3.14,17.67,847000,3,Mid-Atlantic
VA,"Fluvanna County, Virginia",6.5,1740,9.0,,5.0,130,36,64,7.8,420,43,57,3.64,20.52,1083000,3,Mid-Atlantic
VA,"Franklin County, Virginia",10.8,6100,17.0,22.0,9.0,130,54,46,15.2,1640,81,19,3.09,17.39,3217000,2,Mid-Atlantic
VA,"Frederick County, Virginia",7.5,6440,8.0,14.0,6.0,130,35,65,7.5,1490,65,36,3.23,18.22,3559000,3,Mid-Atlantic
VA,"Giles County, Virginia",10.7,1790,,,9.0,130,46,54,12.7,440,71,29,3.19,18.0,978000,3,Mid-Atlantic
VA,"Gloucester County, Virginia",9.5,3540,11.0,,8.0,130,39,61,12.3,900,50,50,2.93,16.5,1771000,1,Mid-Atlantic
VA,"Goochland County, Virginia",6.3,1440,8.0,11.0,5.0,130,38,62,7.3,300,48,52,3.69,20.8,908000,1,Mid-Atlantic
VA,"Grayson County, Virginia",14.5,2280,,,13.0,130,59,41,21.8,580,78,22,3.03,17.1,1183000,9,Mid-Atlantic
VA,"Greene County, Virginia",8.0,1550,13.0,,7.0,130,50,50,7.7,360,100,0,3.49,19.67,925000,3,Mid-Atlantic
VA,"Greensville County, Virginia",9.1,1040,14.0,,8.0,130,56,45,20.9,380,42,59,2.99,16.83,531000,6,Mid-Atlantic
VA,"Halifax County, Virginia",11.0,3810,17.0,16.0,8.0,130,62,38,16.0,1130,52,49,2.9,16.36,1891000,6,Mid-Atlantic
VA,"Hanover County, Virginia",6.3,6630,9.0,13.0,5.0,130,32,68,6.6,1530,50,50,3.34,18.84,3789000,1,Mid-Atlantic
VA,"Henrico County, Virginia",8.1,26500,15.0,16.0,7.0,130,47,53,11.1,8360,53,47,3.34,18.82,15131000,1,Mid-Atlantic
VA,"Henry County, Virginia",13.2,6780,20.0,22.0,12.0,130,70,31,20.5,2050,72,28,2.9,16.34,3360000,4,Mid-Atlantic
VA,"Highland County, Virginia",10.8,240,,,9.0,130,43,57,14.7,40,95,5,3.1,17.48,127000,8,Mid-Atlantic
VA,"Isle of Wight County, Virginia",8.9,3240,17.0,,7.0,130,48,52,13.0,990,55,45,3.49,19.68,1935000,1,Mid-Atlantic
VA,"James City County, Virginia",7.7,5750,13.0,16.0,6.0,130,39,61,9.3,1400,50,50,4.1,23.09,4027000,1,Mid-Atlantic
VA,"King and Queen County, Virginia",8.3,580,14.0,,5.0,130,55,45,13.8,190,72,29,3.38,19.04,335000,8,Mid-Atlantic
VA,"King George County, Virginia",6.0,1580,9.0,8.0,5.0,130,46,54,7.6,510,60,40,3.39,19.13,917000,6,Mid-Atlantic
VA,"King William County, Virginia",7.1,1190,16.0,,5.0,130,41,59,12.2,460,60,40,3.38,19.04,687000,1,Mid-Atlantic
VA,"Lancaster County, Virginia",9.4,1010,15.0,,8.0,130,62,38,16.3,270,59,41,3.14,17.7,542000,9,Mid-Atlantic
VA,"Lee County, Virginia",19.0,4540,,,17.0,130,64,36,25.4,1120,86,15,2.92,16.46,2267000,8,Mid-Atlantic
VA,"Loudoun County, Virginia",4.0,15670,1.0,10.0,3.0,130,34,67,1.7,1900,100,0,3.77,21.24,10094000,1,Mid-Atlantic
VA,"Louisa County, Virginia",9.8,3540,15.0,,8.0,130,56,44,13.0,960,71,29,3.24,18.26,1960000,8,Mid-Atlantic
VA,"Lunenburg County, Virginia",12.3,1500,19.0,,10.0,130,68,32,20.4,450,63,37,2.99,16.83,766000,9,Mid-Atlantic
VA,"Madison County, Virginia",8.2,1080,,,8.0,130,54,46,8.2,220,100,0,3.18,17.93,587000,8,Mid-Atlantic
VA,"Mathews County, Virginia",10.3,910,,,8.0,130,42,58,14.2,180,54,46,3.26,18.37,507000,1,Mid-Atlantic
VA,"Mecklenburg County, Virginia",13.4,4120,19.0,,10.0,130,62,38,21.6,1250,58,42,2.99,16.86,2107000,7,Mid-Atlantic
VA,"Middlesex County, Virginia",9.5,1010,14.0,,8.0,130,53,47,11.9,200,66,34,3.39,19.12,586000,8,Mid-Atlantic
VA,"Montgomery County, Virginia",11.6,11370,23.0,16.0,12.0,130,70,30,10.4,1580,67,34,3.39,19.12,6593000,3,Mid-Atlantic
VA,"Nelson County, Virginia",10.2,1510,,,8.0,130,51,49,13.4,370,66,34,3.33,18.78,860000,3,Mid-Atlantic
VA,"New Kent County, Virginia",6.1,1330,2.0,,5.0,130,43,57,8.5,380,48,52,3.58,20.18,814000,1,Mid-Atlantic
VA,"Northampton County, Virginia",12.1,1440,21.0,,8.0,130,65,35,21.6,510,54,46,3.27,18.46,806000,8,Mid-Atlantic
VA,"Northumberland County, Virginia",9.9,1210,12.0,,8.0,130,56,44,20.6,370,48,52,3.41,19.2,705000,9,Mid-Atlantic
VA,"Nottoway County, Virginia",12.5,1930,18.0,,10.0,130,63,37,16.9,510,62,38,3.05,17.17,1005000,6,Mid-Atlantic
VA,"Orange County, Virginia",8.8,3180,15.0,11.0,8.0,130,44,56,12.5,990,62,38,3.38,19.03,1836000,6,Mid-Atlantic
VA,"Page County, Virginia",14.1,3350,,,12.0,130,53,47,17.7,850,75,25,3.07,17.32,1761000,6,Mid-Atlantic
VA,"Patrick County, Virginia",12.6,2230,11.0,22.0,11.0,130,55,45,18.0,560,71,29,3.03,17.09,1156000,8,Mid-Atlantic
VA,"Pittsylvania County, Virginia",12.0,7370,16.0,18.0,10.0,130,59,42,18.8,2200,75,25,3.28,18.51,4138000,4,Mid-Atlantic
