State,"County, State",pctFoodInsecure,numFoodInsecure,pctBlackFoodInsecure,pctLatineFoodInsecure,pctWhiteFoodInsecure,SNAPthreshold,pctFIbelowSNAP,pctFIaboveSNAP,pctKidsFoodInsecure,numKidsFoodInsecure,pctKidsIncomeBelow185,pctKidsIncomeAbove185,costPerMeal,weeklyFoodBudget,weeklyBudgetFoodInsecureByPop,rangeRuralUrban,USstateRegion
AL,"Autauga County, Alabama",15.7,8670,26.0,,12.0,130,49,51,19.6,2590,69,31,3.0,16.88,4439000,2,Southeast
AL,"Baldwin County, Alabama",13.4,28590,26.0,10.0,11.0,130,39,61,14.4,6680,79,21,3.66,20.63,17895000,3,Southeast
AL,"Barbour County, Alabama",20.7,5250,34.0,,14.0,130,66,34,32.4,1720,72,28,3.11,17.51,2788000,6,Southeast
AL,"Bibb County, Alabama",16.3,3680,28.0,,14.0,130,48,52,21.8,1010,89,11,2.96,16.68,1861000,1,Southeast
AL,"Blount County, Alabama",14.5,8380,14.0,11.0,12.0,130,46,54,15.4,2060,100,0,3.04,17.14,4357000,1,Southeast
AL,"Bullock County, Alabama",15.7,1610,26.0,,,130,65,35,31.7,670,51,49,3.3,18.61,909000,6,Southeast
AL,"Butler County, Alabama",16.5,3280,28.0,,12.0,130,66,34,25.6,1140,76,24,3.17,17.88,1779000,6,Southeast
AL,"Calhoun County, Alabama",17.2,19660,29.0,14.0,14.0,130,56,44,22.6,5630,84,17,2.98,16.77,10000000,3,Southeast
AL,"Chambers County, Alabama",15.4,5190,22.0,,14.0,130,59,41,22.3,1570,82,18,2.96,16.66,2622000,6,Southeast
AL,"Cherokee County, Alabama",16.1,4170,21.0,,13.0,130,55,45,16.8,880,97,3,3.03,17.05,2157000,6,Southeast
AL,"Chilton County, Alabama",17.2,7590,25.0,15.0,15.0,130,57,43,19.4,2060,100,0,3.02,17.03,3920000,1,Southeast
AL,"Choctaw County, Alabama",18.9,2440,29.0,,12.0,130,62,38,30.1,780,72,28,3.02,17.02,1260000,9,Southeast
AL,"Clarke County, Alabama",18.6,4490,33.0,,14.0,130,61,39,25.4,1340,66,34,2.95,16.62,2264000,7,Southeast
AL,"Clay County, Alabama",16.5,2200,27.0,,13.0,130,55,45,20.4,570,100,0,3.09,17.44,1164000,9,Southeast
AL,"Cleburne County, Alabama",18.2,2710,,,15.0,130,48,52,21.8,740,98,2,3.02,17.02,1399000,8,Southeast
AL,"Coffee County, Alabama",15.7,8130,28.0,11.0,12.0,130,48,52,20.0,2450,80,20,3.49,19.65,4847000,4,Southeast
AL,"Colbert County, Alabama",16.5,9040,25.0,12.0,13.0,130,46,54,19.9,2300,86,14,2.83,15.97,4379000,3,Southeast
AL,"Conecuh County, Alabama",16.0,1990,24.0,,16.0,130,61,39,25.9,680,85,15,2.97,16.72,1009000,7,Southeast
AL,"Coosa County, Alabama",15.0,1620,23.0,,11.0,130,52,48,22.4,400,73,27,3.3,18.61,914000,8,Southeast
AL,"Covington County, Alabama",18.1,6730,34.0,,15.0,130,52,48,23.4,1910,85,16,3.0,16.92,3455000,6,Southeast
AL,"Crenshaw County, Alabama",15.5,2150,24.0,,12.0,130,56,44,20.2,630,92,8,3.28,18.5,1207000,8,Southeast
AL,"Cullman County, Alabama",16.4,13610,21.0,12.0,14.0,130,45,55,17.4,3260,96,4,3.11,17.5,7226000,4,Southeast
AL,"Dale County, Alabama",17.8,8790,31.0,9.0,15.0,130,54,46,23.2,2640,88,12,3.21,18.12,4830000,4,Southeast
AL,"Dallas County, Alabama",19.0,7430,32.0,,12.0,130,76,24,33.3,3140,60,40,3.16,17.81,4014000,4,Southeast
AL,"DeKalb County, Alabama",17.2,12300,25.0,16.0,14.0,130,60,40,19.4,3390,100,0,3.06,17.26,6439000,6,Southeast
AL,"Elmore County, Alabama",13.9,11280,24.0,15.0,11.0,130,41,59,16.7,3040,74,26,3.4,19.18,6563000,2,Southeast
AL,"Escambia County, Alabama",17.7,6570,34.0,,15.0,130,59,41,24.2,2000,85,16,2.99,16.82,3353000,6,Southeast
AL,"Etowah County, Alabama",16.8,17250,27.0,15.0,14.0,130,53,47,22.4,4960,87,13,3.0,16.92,8851000,3,Southeast
AL,"Fayette County, Alabama",18.8,3090,31.0,,15.0,130,57,43,23.6,820,92,8,3.21,18.1,1697000,6,Southeast
AL,"Franklin County, Alabama",16.3,5130,22.0,13.0,14.0,130,53,47,21.2,1670,100,0,2.82,15.92,2477000,6,Southeast
AL,"Geneva County, Alabama",19.8,5230,28.0,17.0,16.0,130,59,41,24.6,1430,86,14,2.98,16.8,2665000,3,Southeast
AL,"Greene County, Alabama",22.2,1850,32.0,,13.0,130,90,10,37.8,710,68,32,3.37,18.99,1065000,8,Southeast
AL,"Hale County, Alabama",16.9,2510,30.0,,12.0,130,72,28,28.5,980,73,27,3.35,18.86,1436000,3,Southeast
AL,"Henry County, Alabama",14.5,2490,25.0,,11.0,130,50,50,19.8,710,76,24,3.29,18.54,1401000,3,Southeast
AL,"Houston County, Alabama",16.4,17160,30.0,14.0,13.0,130,56,44,22.0,5360,78,22,3.32,18.7,9732000,3,Southeast
AL,"Jackson County, Alabama",18.1,9390,21.0,,15.0,130,57,43,20.6,2270,100,0,2.99,16.86,4801000,6,Southeast
AL,"Jefferson County, Alabama",14.4,94780,26.0,11.0,11.0,130,55,45,20.0,30170,65,35,3.21,18.11,52053000,1,Southeast
AL,"Lamar County, Alabama",18.7,2590,29.0,,16.0,130,58,42,24.4,740,96,4,3.04,17.12,1345000,8,Southeast
AL,"Lauderdale County, Alabama",15.5,14340,28.0,11.0,13.0,130,48,52,17.5,3200,97,3,2.89,16.27,7078000,3,Southeast
AL,"Lawrence County, Alabama",17.7,5850,24.0,,15.0,130,53,47,21.2,1520,93,7,3.04,17.11,3036000,3,Southeast
AL,"Lee County, Alabama",14.9,23990,26.0,10.0,14.0,130,59,41,16.7,5760,81,19,3.47,19.55,14223000,3,Southeast
AL,"Limestone County, Alabama",14.3,13540,20.0,13.0,12.0,130,43,57,16.9,3650,84,16,3.18,17.91,7356000,2,Southeast
AL,"Lowndes County, Alabama",19.3,1940,29.0,,10.0,130,81,19,33.4,760,64,36,3.29,18.51,1089000,2,Southeast
AL,"Macon County, Alabama",15.4,2890,27.0,,15.0,130,69,31,29.8,970,49,51,3.25,18.31,1605000,6,Southeast
AL,"Madison County, Alabama",13.0,47180,25.0,14.0,10.0,130,44,56,15.9,12650,69,31,3.16,17.82,25506000,2,Southeast
AL,"Marengo County, Alabama",17.3,3350,27.0,,14.0,130,66,35,26.4,1160,64,36,3.01,16.97,1724000,7,Southeast
AL,"Marion County, Alabama",19.2,5730,43.0,13.0,15.0,130,53,47,22.2,1390,90,10,2.98,16.81,2921000,7,Southeast
AL,"Marshall County, Alabama",17.1,16380,29.0,14.0,14.0,130,54,46,20.0,4780,100,0,2.87,16.17,8035000,4,Southeast
AL,"Mobile County, Alabama",15.8,65300,28.0,14.0,12.0,130,57,43,22.4,21890,71,29,3.24,18.25,36157000,2,Southeast
AL,"Monroe County, Alabama",19.9,4240,39.0,,15.0,130,63,37,26.3,1250,65,36,3.0,16.93,2178000,7,Southeast
AL,"Montgomery County, Alabama",15.0,34010,26.0,16.0,10.0,130,62,38,24.0,12810,58,42,3.24,18.26,18839000,2,Southeast
AL,"Morgan County, Alabama",15.0,17850,29.0,14.0,12.0,130,50,51,17.8,4880,95,5,3.08,17.36,9401000,3,Southeast
AL,"Perry County, Alabama",20.1,1870,28.0,,18.0,130,80,20,33.5,670,67,33,3.31,18.63,1057000,8,Southeast
AL,"Pickens County, Alabama",17.8,3610,32.0,,12.0,130,61,39,28.7,1160,66,34,3.38,19.04,2085000,3,Southeast
AL,"Pike County, Alabama",16.9,5640,30.0,,14.0,130,63,37,23.7,1530,75,25,3.4,19.14,3275000,6,Southeast
AL,"Randolph County, Alabama",15.5,3520,23.0,,13.0,130,53,47,21.7,1060,87,13,2.94,16.58,1770000,6,Southeast
AL,"Russell County, Alabama",16.8,9730,25.0,,15.0,130,61,39,23.6,3350,68,32,3.19,17.98,5306000,2,Southeast
AL,"St. Clair County, Alabama",14.4,12680,20.0,11.0,12.0,130,44,56,16.0,3200,84,16,3.32,18.73,7203000,1,Southeast
AL,"Shelby County, Alabama",10.6,22700,16.0,9.0,9.0,130,31,69,10.7,5440,71,29,3.4,19.15,13183000,1,Southeast
AL,"Sumter County, Alabama",19.8,2530,30.0,,16.0,130,76,24,32.5,800,51,49,2.99,16.87,1295000,8,Southeast
AL,"Talladega County, Alabama",16.8,13530,28.0,,14.0,130,60,41,23.4,4040,80,20,3.06,17.24,7076000,4,Southeast
AL,"Tallapoosa County, Alabama",16.4,6650,32.0,10.0,13.0,130,59,41,24.2,2050,88,12,3.18,17.94,3618000,6,Southeast
AL,"Tuscaloosa County, Alabama",14.3,29660,27.0,11.0,12.0,130,54,46,18.0,7860,71,29,3.52,19.81,17823000,3,Southeast
AL,"Walker County, Alabama",18.6,11950,32.0,14.0,16.0,130,57,43,22.6,3220,99,1,2.85,16.06,5820000,1,Southeast
AL,"Washington County, Alabama",18.4,3050,24.0,,15.0,130,63,37,27.2,1030,89,11,3.26,18.36,1699000,8,Southeast
AL,"Wilcox County, Alabama",20.1,2140,33.0,,13.0,130,82,18,34.1,880,68,32,3.04,17.16,1114000,9,Southeast
AL,"Winston County, Alabama",18.7,4460,,12.0,16.0,130,54,46,22.5,1110,100,0,2.75,15.51,2098000,6,Southeast
AK,"Aleutians East Borough, Alaska",11.0,370,,,,130,66,34,15.4,70,80,20,4.47,25.2,283000,9,Western
AK,"Aleutians West Census Area, Alaska",11.5,650,,12.0,9.0,130,37,63,9.3,90,68,32,6.52,36.72,724000,9,Western
AK,"Anchorage Municipality, Alaska",10.9,32090,19.0,14.0,8.0,130,45,55,14.7,10590,60,40,3.77,21.25,20681000,2,Western
AK,"Bethel Census Area, Alaska",22.5,4080,,,8.0,130,83,17,30.3,1940,100,0,4.09,23.06,2853000,7,Western
AK,"Bristol Bay Borough, Alaska",12.7,110,,,,130,40,60,16.4,30,61,40,3.9,21.99,73000,9,Western
AK,"Denali Borough, Alaska",15.1,340,,,8.0,130,61,39,16.7,40,47,53,3.83,21.58,223000,8,Western
AK,"Dillingham Census Area, Alaska",16.3,810,,,8.0,130,65,36,23.2,360,99,2,4.16,23.45,576000,9,Western
AK,"Fairbanks North Star Borough, Alaska",11.1,10990,17.0,15.0,9.0,130,42,58,14.5,3480,69,31,3.65,20.6,6867000,3,Western
AK,"Haines Borough, Alaska",13.9,350,,,10.0,130,54,46,19.5,130,51,49,3.69,20.78,221000,9,Western
AK,"Hoonah-Angoon Census Area, Alaska",14.9,320,,,8.0,130,58,42,22.8,70,100,0,3.49,19.69,191000,9,Western
AK,"Juneau City and Borough, Alaska",10.3,3310,,14.0,8.0,130,38,62,12.6,880,51,49,3.46,19.52,1959000,5,Western
AK,"Kenai Peninsula Borough, Alaska",13.5,7890,,16.0,11.0,130,53,47,18.5,2450,79,21,4.47,25.17,6024000,7,Western
AK,"Ketchikan Gateway Borough, Alaska",12.9,1790,,15.0,9.0,130,44,56,17.5,530,66,34,3.63,20.47,1112000,7,Western
AK,"Kodiak Island Borough, Alaska",11.5,1550,,9.0,9.0,130,37,63,14.6,510,74,26,3.91,22.05,1037000,7,Western
AK,"Kusilvak Census Area, Alaska",28.6,2360,,,,130,97,3,40.5,1350,100,0,4.48,25.26,1808000,9,Western
AK,"Lake and Peninsula Borough, Alaska",16.7,230,,,,130,75,25,25.8,80,82,18,3.9,21.99,153000,9,Western
AK,"Matanuska-Susitna Borough, Alaska",12.0,12680,13.0,13.0,11.0,130,46,54,16.6,4700,61,39,4.27,24.07,9258000,2,Western
AK,"Nome Census Area, Alaska",18.9,1890,,,7.0,130,67,33,25.0,860,92,9,4.48,25.26,1448000,7,Western
AK,"North Slope Borough, Alaska",13.2,1290,,,9.0,130,45,55,18.0,460,78,22,3.7,20.84,815000,7,Western
AK,"Northwest Arctic Borough, Alaska",22.2,1720,,,9.0,130,75,25,30.6,830,99,2,3.96,22.34,1166000,7,Western
AK,"Petersburg Borough, Alaska",12.7,410,,,9.0,130,32,68,19.3,130,64,36,3.7,20.87,260000,9,Western
AK,"Prince of Wales-Hyder Census Area, Alaska",18.2,1170,,,14.0,130,65,36,27.5,410,78,22,3.49,19.69,699000,9,Western
AK,"Sitka City and Borough, Alaska",11.4,980,,14.0,8.0,130,46,54,14.4,270,58,42,3.7,20.87,621000,7,Western
AK,"Skagway Municipality, Alaska",13.4,150,,,11.0,130,43,57,18.0,30,35,65,3.67,20.68,94000,9,Western
AK,"Southeast Fairbanks Census Area, Alaska",14.5,990,,,10.0,130,50,50,20.6,380,61,39,3.8,21.42,643000,9,Western
AK,"Valdez-Cordova Census Area, Alaska",11.3,1040,,,6.0,130,34,66,14.8,320,73,27,3.84,21.62,682000,9,Western
AK,"Wrangell City and Borough, Alaska",13.5,340,,,11.0,130,45,55,17.2,80,85,16,3.74,21.07,217000,9,Western
AK,"Yakutat City and Borough, Alaska",12.0,80,,,,130,57,43,15.6,20,100,0,3.99,22.47,55000,9,Western
AK,"Yukon-Koyukuk Census Area, Alaska",22.0,1180,,,10.0,130,70,31,32.5,480,90,10,3.85,21.67,776000,9,Western
AZ,"Apache County, Arizona",23.6,16900,,21.0,12.0,185,74,26,33.5,6550,86,14,3.28,18.46,9465000,6,Southwest
AZ,"Cochise County, Arizona",14.2,17830,15.0,19.0,12.0,185,74,26,21.4,5870,80,20,3.06,17.25,9332000,3,Southwest
AZ,"Coconino County, Arizona",14.6,20700,28.0,17.0,12.0,185,62,38,18.3,5360,70,30,3.4,19.14,12019000,3,Southwest
AZ,"Gila County, Arizona",17.5,9350,,19.0,13.0,185,74,26,27.7,2980,80,20,3.2,18.01,5108000,4,Southwest
AZ,"Graham County, Arizona",14.8,5630,26.0,18.0,12.0,185,63,37,21.2,2180,70,30,3.03,17.08,2916000,7,Southwest
AZ,"Greenlee County, Arizona",12.2,1160,,14.0,13.0,185,68,32,15.5,410,69,31,3.14,17.7,623000,7,Southwest
AZ,"La Paz County, Arizona",18.6,3870,,19.0,15.0,185,82,18,28.2,960,80,20,3.16,17.81,2091000,6,Southwest
AZ,"Maricopa County, Arizona",11.7,506640,22.0,17.0,10.0,185,64,36,16.3,170210,68,32,3.25,18.33,281762000,1,Southwest
AZ,"Mohave County, Arizona",16.7,34740,30.0,18.0,15.0,185,71,29,24.5,8890,80,20,3.2,18.01,18983000,3,Southwest
AZ,"Navajo County, Arizona",20.7,22650,26.0,22.0,14.0,185,76,24,29.6,8720,82,18,3.05,17.2,11815000,4,Southwest
AZ,"Pima County, Arizona",13.3,136740,24.0,18.0,12.0,185,72,28,18.9,40990,72,28,3.22,18.16,75319000,2,Southwest
AZ,"Pinal County, Arizona",12.0,51730,18.0,16.0,10.0,185,63,37,17.8,17640,70,31,3.14,17.71,27789000,1,Southwest
AZ,"Santa Cruz County, Arizona",14.6,6760,,19.0,11.0,185,100,0,22.6,2880,91,10,2.64,14.9,3056000,4,Southwest
AZ,"Yavapai County, Arizona",13.8,31400,17.0,16.0,12.0,185,62,38,18.8,7100,69,31,3.4,19.14,18231000,3,Southwest
AZ,"Yuma County, Arizona",18.2,38200,21.0,18.0,12.0,185,86,14,29.5,15710,88,12,2.8,15.81,18314000,3,Southwest
AR,"Arkansas County, Arkansas",16.4,2940,27.0,19.0,15.0,130,58,42,22.4,920,68,32,3.0,16.93,1510000,6,Southwest
AR,"Ashley County, Arkansas",16.2,3280,27.0,,14.0,130,57,43,22.1,1030,71,29,3.0,16.93,1685000,7,Southwest
AR,"Baxter County, Arkansas",16.2,6690,,19.0,15.0,130,47,54,20.0,1450,90,10,3.1,17.47,3546000,7,Southwest
AR,"Benton County, Arkansas",11.7,31180,17.0,15.0,12.0,130,39,61,12.5,8790,85,15,2.96,16.68,15775000,2,Southwest
AR,"Boone County, Arkansas",16.1,6000,,17.0,15.0,130,49,51,20.3,1750,92,8,2.69,15.17,2761000,7,Southwest
AR,"Bradley County, Arkansas",17.3,1890,26.0,24.0,14.0,130,67,33,25.2,650,69,31,2.85,16.08,922000,7,Southwest
AR,"Calhoun County, Arkansas",13.9,720,21.0,,13.0,130,62,39,24.3,230,78,22,2.86,16.11,352000,9,Southwest
AR,"Carroll County, Arkansas",14.3,4010,,19.0,13.0,130,53,47,16.3,990,84,16,2.96,16.68,2029000,6,Southwest
AR,"Chicot County, Arkansas",21.2,2250,27.0,,16.0,130,74,26,36.0,850,66,35,2.89,16.28,1111000,7,Southwest
AR,"Clark County, Arkansas",17.0,3800,21.0,25.0,16.0,130,56,44,23.9,1020,77,23,3.02,17.0,1960000,7,Southwest
AR,"Clay County, Arkansas",20.4,3040,,,18.0,130,56,44,25.9,840,92,9,2.61,14.7,1355000,7,Southwest
AR,"Cleburne County, Arkansas",16.3,4100,,19.0,15.0,130,45,55,20.8,1000,84,16,3.1,17.46,2172000,6,Southwest
AR,"Cleveland County, Arkansas",16.8,1370,29.0,,15.0,130,54,46,23.8,430,78,23,2.95,16.64,691000,3,Southwest
AR,"Columbia County, Arkansas",17.9,4260,30.0,,16.0,130,60,40,27.5,1380,57,43,2.87,16.2,2094000,7,Southwest
AR,"Conway County, Arkansas",18.1,3780,19.0,20.0,18.0,130,57,43,24.3,1170,87,13,2.78,15.67,1796000,6,Southwest
AR,"Craighead County, Arkansas",16.0,17140,30.0,21.0,15.0,130,55,45,20.2,5410,69,31,2.74,15.43,8024000,3,Southwest
AR,"Crawford County, Arkansas",16.5,10370,,23.0,15.0,130,53,47,21.6,3340,87,13,2.72,15.31,4815000,2,Southwest
AR,"Crittenden County, Arkansas",16.4,8000,27.0,25.0,14.0,130,71,29,27.0,3590,56,44,2.96,16.67,4044000,1,Southwest
AR,"Cross County, Arkansas",16.5,2780,22.0,,15.0,130,57,43,20.1,800,75,25,2.79,15.71,1325000,6,Southwest
AR,"Dallas County, Arkansas",16.0,1170,18.0,,16.0,130,48,52,23.8,370,32,68,2.91,16.38,581000,6,Southwest
AR,"Desha County, Arkansas",19.1,2240,30.0,,14.0,130,80,20,32.0,960,58,42,2.88,16.21,1102000,6,Southwest
AR,"Drew County, Arkansas",16.1,2970,23.0,25.0,14.0,130,63,37,22.6,920,56,45,2.9,16.35,1473000,6,Southwest
AR,"Faulkner County, Arkansas",15.3,18870,23.0,24.0,15.0,130,52,48,16.4,4710,71,29,3.01,16.97,9712000,2,Southwest
AR,"Franklin County, Arkansas",20.0,3540,,,18.0,130,64,36,24.3,1030,81,20,2.79,15.71,1687000,6,Southwest
AR,"Fulton County, Arkansas",19.1,2340,,,17.0,130,65,35,24.9,630,85,15,2.9,16.34,1160000,9,Southwest
AR,"Garland County, Arkansas",17.4,17110,30.0,22.0,16.0,130,55,45,24.3,4850,81,19,2.95,16.65,8642000,3,Southwest
AR,"Grant County, Arkansas",15.5,2800,,,14.0,130,45,55,18.2,740,79,21,3.05,17.19,1460000,2,Southwest
AR,"Greene County, Arkansas",17.9,8050,31.0,19.0,18.0,130,49,51,22.7,2510,84,16,2.65,14.91,3642000,4,Southwest
AR,"Hempstead County, Arkansas",15.9,3470,23.0,21.0,14.0,130,63,37,25.0,1400,68,32,2.74,15.44,1625000,6,Southwest
AR,"Hot Spring County, Arkansas",17.6,5900,27.0,,16.0,130,50,51,22.8,1570,80,21,2.89,16.31,2918000,6,Southwest
AR,"Howard County, Arkansas",15.5,2060,27.0,19.0,16.0,130,63,37,23.6,820,75,25,2.89,16.27,1016000,6,Southwest
AR,"Independence County, Arkansas",17.2,6450,,24.0,16.0,130,55,45,21.6,1940,87,14,2.81,15.85,3102000,7,Southwest
AR,"Izard County, Arkansas",18.6,2530,,,18.0,130,49,51,27.1,660,86,14,2.88,16.24,1247000,9,Southwest
AR,"Jackson County, Arkansas",21.5,3660,31.0,,17.0,130,58,42,30.9,1060,83,17,2.78,15.65,1738000,6,Southwest
AR,"Jefferson County, Arkansas",16.6,11520,25.0,,15.0,130,62,38,28.9,4420,50,50,2.95,16.63,5812000,3,Southwest
AR,"Johnson County, Arkansas",19.3,5080,,23.0,17.0,130,63,37,23.8,1520,95,5,2.83,15.94,2456000,7,Southwest
AR,"Lafayette County, Arkansas",18.9,1290,26.0,,15.0,130,67,33,30.5,400,69,31,3.01,16.95,663000,8,Southwest
AR,"Lawrence County, Arkansas",18.4,3050,,,18.0,130,53,47,21.8,810,87,13,2.75,15.48,1432000,6,Southwest
AR,"Lee County, Arkansas",17.5,1610,30.0,,14.0,130,62,38,27.7,460,50,50,2.8,15.8,772000,7,Southwest
AR,"Lincoln County, Arkansas",16.4,2210,19.0,,15.0,130,38,62,24.4,500,68,32,2.89,16.26,1090000,3,Southwest
AR,"Little River County, Arkansas",16.4,2030,29.0,,16.0,130,54,46,23.7,650,67,33,2.88,16.22,999000,3,Southwest
AR,"Logan County, Arkansas",18.5,4000,,17.0,17.0,130,58,42,24.5,1160,95,5,2.75,15.51,1882000,6,Southwest
AR,"Lonoke County, Arkansas",14.1,10260,23.0,15.0,13.0,130,43,57,16.8,3150,74,26,3.05,17.18,5346000,2,Southwest
AR,"Madison County, Arkansas",16.1,2600,,,15.0,130,56,44,18.0,690,80,20,2.95,16.6,1309000,2,Southwest
AR,"Marion County, Arkansas",18.2,2990,,,16.0,130,54,46,23.5,700,89,12,2.99,16.84,1527000,9,Southwest
AR,"Miller County, Arkansas",17.3,7530,28.0,27.0,14.0,130,58,42,25.2,2610,68,32,2.99,16.83,3844000,3,Southwest
AR,"Mississippi County, Arkansas",19.6,8240,29.0,24.0,18.0,130,66,34,28.5,3170,65,35,2.82,15.9,3974000,4,Southwest
AR,"Monroe County, Arkansas",19.9,1400,28.0,,18.0,130,70,30,35.1,520,53,47,2.7,15.19,645000,7,Southwest
AR,"Montgomery County, Arkansas",19.8,1770,,,17.0,130,56,44,27.0,440,88,13,2.94,16.57,890000,8,Southwest
AR,"Nevada County, Arkansas",18.0,1500,24.0,,16.0,130,61,40,28.2,540,73,28,2.82,15.92,724000,7,Southwest
AR,"Newton County, Arkansas",16.7,1310,,,15.0,130,48,53,20.7,320,83,17,2.82,15.88,631000,9,Southwest
AR,"Ouachita County, Arkansas",17.6,4210,24.0,,17.0,130,70,30,28.8,1560,62,38,2.79,15.7,2005000,7,Southwest
AR,"Perry County, Arkansas",18.3,1900,,,17.0,130,53,47,22.7,530,71,29,3.06,17.27,995000,2,Southwest
AR,"Phillips County, Arkansas",22.7,4220,33.0,,16.0,130,85,15,38.6,1850,54,46,3.01,16.95,2170000,6,Southwest
AR,"Pike County, Arkansas",17.5,1880,,20.0,15.0,130,55,45,21.1,490,81,19,2.9,16.37,933000,9,Southwest
AR,"Poinsett County, Arkansas",19.5,4660,35.0,,17.0,130,56,44,26.0,1480,77,23,2.56,14.45,2043000,3,Southwest
AR,"Polk County, Arkansas",20.0,4020,,19.0,20.0,130,61,39,24.2,1130,96,4,2.83,15.94,1944000,7,Southwest
AR,"Pope County, Arkansas",17.2,10940,25.0,19.0,17.0,130,57,44,20.1,2930,90,10,2.84,16.01,5312000,5,Southwest
AR,"Prairie County, Arkansas",16.5,1350,28.0,,15.0,130,52,48,22.3,370,83,17,2.91,16.4,672000,8,Southwest
AR,"Pulaski County, Arkansas",14.6,57350,23.0,20.0,13.0,130,58,43,21.7,19930,59,42,3.09,17.41,30290000,2,Southwest
AR,"Randolph County, Arkansas",18.5,3280,,,17.0,130,59,41,22.6,940,96,4,2.71,15.29,1522000,7,Southwest
AR,"St. Francis County, Arkansas",18.1,4680,26.0,,17.0,130,66,34,28.5,1700,57,44,2.62,14.77,2096000,6,Southwest
AR,"Saline County, Arkansas",12.4,14850,17.0,16.0,12.0,130,34,66,15.4,4320,63,37,3.14,17.68,7963000,2,Southwest
AR,"Scott County, Arkansas",18.6,1930,,,20.0,130,64,36,22.2,590,100,0,2.81,15.85,928000,6,Southwest
AR,"Searcy County, Arkansas",19.7,1560,,,17.0,130,60,41,24.3,390,94,6,2.87,16.18,766000,9,Southwest
AR,"Sebastian County, Arkansas",17.6,22490,27.0,22.0,17.0,130,56,45,21.5,6630,87,13,2.79,15.75,10742000,2,Southwest
AR,"Sevier County, Arkansas",16.3,2790,27.0,20.0,16.0,130,58,42,21.0,1030,88,13,2.86,16.13,1365000,6,Southwest
AR,"Sharp County, Arkansas",20.7,3540,,,18.0,130,65,35,29.1,1050,100,0,2.8,15.76,1692000,7,Southwest
AR,"Stone County, Arkansas",19.5,2430,,,17.0,130,60,40,23.6,580,99,1,2.89,16.31,1202000,9,Southwest
AR,"Union County, Arkansas",15.6,6150,23.0,,13.0,130,58,42,23.7,2260,60,40,2.86,16.11,3006000,7,Southwest
AR,"Van Buren County, Arkansas",19.1,3170,,27.0,18.0,130,60,40,25.5,840,93,7,2.96,16.68,1604000,8,Southwest
AR,"Washington County, Arkansas",14.3,33140,27.0,19.0,15.0,130,54,46,14.5,8270,93,8,2.95,16.62,16705000,2,Southwest
AR,"White County, Arkansas",16.7,13180,26.0,21.0,16.0,130,50,50,19.9,3670,88,12,2.84,16.02,6404000,4,Southwest
AR,"Woodruff County, Arkansas",20.5,1340,30.0,,17.0,130,65,36,31.1,440,56,45,2.87,16.16,657000,9,Southwest
AR,"Yell County, Arkansas",16.3,3510,,20.0,16.0,130,65,36,20.3,1060,100,0,2.75,15.52,1653000,6,Southwest
CA,"Alameda County, California",8.4,139810,18.0,12.0,6.0,200,57,43,9.9,34040,56,44,4.0,22.54,95592000,1,Western
CA,"Alpine County, California",13.1,140,,,6.0,200,74,26,19.4,40,87,13,3.65,20.56,87000,8,Western
CA,"Amador County, California",10.7,4120,,12.0,9.0,200,53,47,16.1,940,66,35,4.15,23.37,2920000,6,Western
CA,"Butte County, California",14.4,32450,30.0,17.0,12.0,200,76,24,18.7,8510,65,35,3.25,18.32,18034000,3,Western
CA,"Calaveras County, California",11.8,5360,,14.0,9.0,200,64,36,18.7,1460,65,35,4.62,26.01,4229000,6,Western
CA,"Colusa County, California",13.4,2870,,13.0,9.0,200,91,9,21.9,1280,83,17,3.37,18.97,1652000,6,Western
CA,"Contra Costa County, California",7.6,87180,15.0,13.0,5.0,200,61,40,10.4,27230,56,44,3.77,21.27,56245000,1,Western
CA,"Del Norte County, California",15.8,4350,,17.0,12.0,200,77,24,22.8,1350,79,22,3.38,19.05,2513000,7,Western
CA,"El Dorado County, California",9.0,16890,10.0,14.0,6.0,200,53,47,11.5,4350,51,50,4.41,24.83,12719000,1,Western
CA,"Fresno County, California",14.7,144790,28.0,19.0,10.0,200,89,11,22.0,61680,77,23,3.03,17.06,74909000,2,Western
CA,"Glenn County, California",13.6,3790,,16.0,11.0,200,93,7,18.3,1370,77,23,3.13,17.65,2029000,6,Western
CA,"Humboldt County, California",14.8,20060,31.0,19.0,12.0,200,76,24,18.2,4760,76,24,3.3,18.6,11318000,5,Western
CA,"Imperial County, California",19.1,34580,27.0,19.0,10.0,200,92,8,31.0,16060,80,20,2.75,15.49,16251000,3,Western
CA,"Inyo County, California",10.0,1800,,14.0,7.0,200,69,32,12.6,450,70,30,3.25,18.31,1000000,7,Western
CA,"Kern County, California",13.7,121800,26.0,17.0,11.0,200,92,8,20.7,53350,81,19,2.98,16.81,62109000,2,Western
CA,"Kings County, California",13.4,20220,19.0,18.0,9.0,200,86,14,20.1,8230,80,20,3.01,16.95,10398000,3,Western
CA,"Lake County, California",15.0,9640,23.0,18.0,12.0,200,79,21,20.9,2800,77,23,3.98,22.42,6557000,4,Western
CA,"Lassen County, California",12.3,3790,20.0,17.0,10.0,200,47,53,18.9,870,63,37,3.92,22.09,2540000,7,Western
CA,"Los Angeles County, California",10.7,1079900,19.0,15.0,9.0,200,84,16,14.5,321690,74,26,3.47,19.56,640658000,1,Western
